latitude,longitude,year,SOC,bushland,cropland,forest,grassland,mangrove,shrubland,thicket,wooded_grassland,woodland,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,EVI,ST_B10
1.409860923,35.19046819,2021.0,12.5613,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49792250000000005,0.4813812500000001,0.47904375,0.532545,0.2550975,0.253585,0.19526722659702955,163.43942549
1.409860923,35.19046819,2021.0,12.5613,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09337000000000001,0.1977875,0.2358475,0.39067250000000003,0.32841250000000005,0.280535,0.15331750397692995,269.31088597999997
1.413094858,35.1953191,2021.0,10.53665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05205125000000001,0.12108999999999999,0.11813375000000001,0.2403025,0.2224825,0.17881249999999999,0.1934696534083881,287.76990299
1.413094858,35.1953191,2021.0,10.53665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008436249999999992,0.062405,0.04433749999999999,0.330805,0.171305,0.09024874999999999,0.31057438939003335,297.854771
1.413094858,35.1953191,2021.0,10.53665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09491,0.12290499999999999,0.12122749999999999,0.21976,0.15920499999999999,0.1541725,0.19941006233303654,250.75103738
1.413094858,35.1953191,2021.0,10.53665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18519249999999998,0.1889325,0.17785,0.2864475,0.1562075,0.127635,0.18230642995673577,256.94790764
1.413094858,35.1953191,2021.0,10.53665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54331125,0.520225,0.517365,0.5652012500000001,0.25826,0.26068,0.19956412100920445,156.80675767999998
1.413094858,35.1953191,2021.0,10.53665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05790875000000001,0.17499,0.18923500000000001,0.33906875,0.31165125,0.25258125,0.20336834163547512,274.40031776
1.412555869,35.1953191,2021.0,8.53235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1528525,0.17882624999999996,0.17686000000000002,0.28604874999999996,0.2364525,0.19604125000000003,0.22612097983125645,288.01087340000004
1.412555869,35.1953191,2021.0,8.53235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015380000000000005,0.05630000000000002,0.05404500000000001,0.17644749999999998,0.15089999999999998,0.091225,0.21983720884287877,294.52903754
1.412555869,35.1953191,2021.0,8.53235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17339500000000002,0.1964125,0.1871175,0.30236999999999997,0.15981,0.15524500000000002,0.2003844871216431,250.08452348
